CN-kod,Beskrivning_final,Tullsats
63022990,"Sänglinne av textilmaterial, tryckt (exkl. av bomull, konstfibrer, lin eller rami eller av trikå)",25%
63023210,Sänglinne av konstfibrer av bondad duk (exkl. tryckt),25%
63023290,Sänglinne av konstfibrer (exkl. av bondad duk och tryckt eller av trikå),25%
63023920,Sänglinne av lin eller rami (exkl. tryckt eller av trikå),25%
63023990,"Sänglinne av textilmaterial (exkl. av bomull, konstfibrer, lin eller rami samt tryckt eller av trikå)",25%
63024000,Bordslinne av trikå,25%
63025100,Bordslinne av bomull (exkl. av trikå),25%
63025310,Bordslinne av konstfibrer av bondad duk,25%
63025390,Bordslinne av konstfibrer (exkl. av bondad duk eller av trikå),25%
63025910,Bordslinne av lin (exkl. av trikå),25%
63025990,"Bordslinne av textilmaterial (exkl. av bomull, lin eller konstfibrer eller av trikå)",25%
63026000,"Toaletthanddukar, kökshanddukar o.d., av bomullsfrotté (exkl. skurtrasor, disktrasor och dammhanddukar)",25%
63029100,"Toaletthanddukar, kökshanddukar o.d., av bomull (exkl. av bomullsfrotté eller liknande frotté samt skurtrasor, disktrasor och dammhanddukar)",25%
63029310,"Toaletthanddukar, kökshanddukar o.d., av konstfibrer av bondad duk (exkl. skurtrasor, disktrasor och dammhanddukar)",25%
63029390,"Toaletthanddukar, kökshanddukar o.d., av konstfibrer (exkl. av bondad duk samt skurtrasor, disktrasor och dammhanddukar)",25%
63029910,"Toaletthanddukar, kökshanddukar o.d., av lin (exkl. skurtrasor, disktrasor och dammhanddukar)",25%
63029990,"Toaletthanddukar, kökshanddukar o.d., av textilmaterial (exkl. av bomull, lin eller konstfibrer, samt skurtrasor, disktrasor och dammhanddukar)",25%
63031200,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av trikå av syntetfibrer (exkl. markiser)",25%
63031900,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av trikå (exkl. av trikå av syntetfibrer samt markiser)",25%
63039100,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av bomull (exkl. av trikå samt markiser)",25%
63039210,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av syntetfibrer av bondad duk (exkl. markiser)",25%
63039290,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av syntetfibrer (exkl. av bondad duk eller av trikå samt markiser)",25%
63039910,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av textilmaterial av bondad duk (exkl. av bomull eller syntetfibrer samt markiser)",25%
63039990,"Gardiner, rullgardiner och draperier; gardinkappor och sängkappor, av textilmaterial (exkl. av bomull eller syntetfibrer eller av bondad duk eller trikå samt markiser)",25%
63041100,Sängöverkast av trikå,25%
63041910,Sängöverkast av bomull (exkl. av trikå),25%
63041930,Sängöverkast av lin eller rami (exkl. av trikå),25%
63041990,"Sängöverkast av textilmaterial (exkl. av bomull, lin eller rami eller av trikå)",25%
63042000,"Sängnät, av dukvaror av varptrikå, impregnerade eller belagda med alfacypermetrin ""ISO"", klorfenapyr ""ISO"", deltametrin ""ISO, INN"", lambda-cyhalotrin ""ISO"", permetrin ""ISO"" eller pirimifosmetyl ""ISO"".",25%
63049100,"Inredningsartiklar av trikå (exkl. res- och sängfiltar; sänglinne, bordslinne, toaletthanddukar, kökshanddukar o.d.; gardiner, rullgardiner och draperier; gardinkappor och sängkappor; sängöverkast; sängnät av dukvaror av varptrikå, impregnerade eller belagda; lampskärmar samt sängkläder o.d. enligt nr 9404)",25%
63049200,"Inredningsartiklar av bomull (exkl. av trikå samt res- och sängfiltar; sänglinne, bordslinne, toaletthanddukar, kökshanddukar o.d.; gardiner, rullgardiner och draperier; gardinkappor och sängkappor; sängöverkast och lampskärmar samt sängkläder o.d. enligt nr 9404)",25%
63049300,"Inredningsartiklar av syntetfibrer (exkl. av trikå samt res- och sängfiltar; sänglinne, bordslinne, toaletthanddukar, kökshanddukar o.d.; gardiner, rullgardiner och draperier; gardinkappor och sängkappor; sängöverkast och lampskärmar samt sängkläder o.d. enligt nr 9404)",25%
63049900,"Inredningsartiklar av textilmaterial (exkl. av bomull eller syntetfibrer eller av trikå samt res- och sängfiltar; sänglinne, bordslinne, toaletthanddukar, kökshanddukar o.d.; gardiner, rullgardiner och draperier; gardinkappor och sängkappor; sängöverkast och lampskärmar samt sängkläder o.d. enligt nr 9404)",25%
63051010,"Säckar och påsar av sådana slag som används för förpackning av varor, av jute eller andra bastfibrer för textilt ändamål, begagnade",25%
63051090,"Säckar och påsar av sådana slag som används för förpackning av varor, av jute eller andra bastfibrer för textilt ändamål, nya",25%
63052000,"Säckar och påsar av sådana slag som används för förpackning av varor, av bomull",25%
63053211,"Bulkbehållare, mjuka, för tillfällig förvaring, av trikå, av polyeten- eller polypropenremsor e.d.",25%
63053219,"Bulkbehållare, mjuka, för tillfällig förvaring, av polyeten- eller polypropenremsor e.d., av textilmaterial (exkl. av trikå)",25%
63053290,"Bulkbehållare, mjuka, för tillfällig förvaring, av konstfibrer (exkl. av polyeten- eller polypropenremsor e.d.)",25%
63053310,"Säckar och påsar, av sådana slag som används för förpackning av varor, av trikå, av polyeten- eller polypropenremsor e.d. (exkl. mjuka bulkbehållare för tillfällig förvaring)",25%
63053390,"Säckar och påsar, av sådana slag som används för förpackning av varor, av polyeten- eller polypropenremsor e.d., av textilmaterial (exkl. av trikå samt mjuka bulkbehållare för tillfällig förvaring)",25%
63053900,"Säckar och påsar, av sådana slag som används för förpackning av varor, av konstfibrer (exkl. av polyeten- eller polypropenremsor e.d. samt mjuka bulkbehållare för tillfällig förvaring)",25%
63059000,"Säckar och påsar av sådana slag som används för förpackning av varor, av textilmaterial (exkl. av syntet- eller regenatmaterial, bomull, jute eller andra bastfibrer för textilt ändamål)",25%
63061200,"Presenningar och markiser, av syntetfibrer",25%
63061900,"Presenningar och markiser, av textilmaterial (exkl. av syntetfibrer)",25%
63062200,Tält av syntetfibrer,25%
63062900,Tält av textilmaterial (exkl. av syntetfibrer),25%
63063000,"Segel till båtar, segelbrädor eller fordon, av textilmaterial",25%
63064000,Luftmadrasser av textilmaterial,25%
63069000,"Campingartiklar av textilmaterial (exkl. presenningar och markiser, tält, segel, luftmadrasser, ryggsäckar, sovsäckar och liknande artiklar)",25%
63071010,"Skurtrasor, disktrasor, dammhanddukar o.d., av trikå",25%
63071030,"Skurtrasor, disktrasor, dammhanddukar o.d., av bondad duk",25%
63071090,"Skurtrasor, disktrasor, dammhanddukar o.d., av textilmaterial (exkl. av trikå eller av bondad duk)",25%
63072000,Flytvästar och livbälten,25%
63079010,"Textilvaror, konfektionerade, inkl. tillskärningsmönster, av trikå, i.a.n.",25%
63079091,"Textilvaror, konfektionerade, inkl. tillskärningsmönster, av filt, i.a.n.",25%
63079092,Engångsdukar av textilvaror enligt nr 5603 av sådana slag som används under kirurgiska ingrepp,25%
63079093,"Filtrerande halvmasker ""FFP"" i enlighet med EN149; andra masker som motsvarar en liknande standard för masker som andningsskydd mot partiklar",25%
63079095,"Skyddsmasker (exkl. filtrerande halvmasker ""FFP"" i enlighet med EN149; andra masker som motsvarar en liknande standard för masker som andningsskydd mot partiklar)",25%
63079098,"Textilvaror, konfektionerade, inkl. tillskärningsmönster, i.a.n. (exkl. av trikå eller av filt och engångsdukar av textilvaror enligt nr 5603 av sådana slag som används under kirurgiska ingrepp, och skyddsmasker)",25%
63080000,"Satser bestående av vävnadsstycken och garn, med eller utan tillbehör, avsedda för tillverkning av mattor, tapisserier, broderade borddukar eller servetter eller liknande artiklar av textilmaterial, i detaljhandelsförpackningar (exkl. satser för framställning av kläder)",25%
63090000,Begagnade kläder och andra begagnade artiklar,25%
63101000,"Lump, inkl. klipp och liknande avfall av textilvaror, inkl. av surrningsgarn och tågvirke, sorterad, av textilmaterial",25%
63109000,"Lump, inkl. klipp och liknande avfall av textilvaror, inkl. av surrningsgarn och tågvirke, osorterad, av textilmaterial",25%
64011000,"Skodon med tåhätteförstärkning av metall, vattentäta, med yttersulor och överdelar av gummi eller plast och hos vilka överdelarna varken är fästade vid sulan eller hopfogade genom sömnad, nitning, spikning, skruvning, pluggning eller liknande förfarande (exkl. ortopediska skodon och leksaksskor samt stövlar med fastsatta skridskor eller rullskridskor)",25%
64019210,"Skodon, vattentäta, med skaft som täcker ankeln men inte knät, med yttersulor av gummi eller plast och med överdelar av gummi och hos vilka överdelarna varken är fästade vid sulan eller hopfogade genom sömnad, nitning, spikning, skruvning, pluggning eller liknande förfarande (exkl. skodon med tåhätteförstärkning av metall och ortopediska skodon, stövlar med fastsatta skridskor eller rullskridskor samt leksaksskor)",25%
64019290,"Skodon, vattentäta, med skaft som täcker ankeln men inte knät, med yttersulor av gummi eller plast och med överdelar av plast och hos vilka överdelarna varken är fästade vid sulan eller hopfogade genom sömnad, nitning, spikning, skruvning, pluggning eller liknande förfarande (exkl. skodon med tåhätteförstärkning av metall och ortopediska skodon, stövlar med fastsatta skridskor eller rullskridskor samt leksaksskor)",25%
64019900,"Vattentäta skodon, som varken täcker ankeln eller knät, med yttersulor och överdelar av gummi eller plast och hos vilka överdelarna varken är fästade vid sulan eller hopfogade genom sömnad, nitning, spikning, skruvning, pluggning eller liknande förfarande (exkl. som täcker ankeln men inte knät, skodon med tåhätteförstärkning av metall, ortopediska skodon, skodon för sport eller idrott samt leksaksskor)",25%
64021210,Skidskor med yttersulor och överdelar av gummi eller plast (exkl. vattentäta skodon enligt nr 6401),25%
64021290,"Snowboardskor, med yttersulor och överdelar av gummi eller plast (exkl. vattentäta skodon enligt nr 6401)",25%
64022000,"Skodon med yttersulor och överdelar av gummi eller plast, med överdelar av remmar, fästade vid sulan genom pluggning (exkl. leksaksskor)",25%
64029110,"Skodon med tåhätteförstärkning av metall, med skaft som täcker ankeln, med yttersulor och överdelar av gummi eller plast (exkl. vattentäta skodon enligt nr 6401, sportskodon och ortopediska skodon)",25%
64029190,"Skodon med skaft som täcker ankeln, med yttersulor av gummi eller plast (exkl. skodon med tåhätteförstärkning av metall och vattentäta skodon enligt nr 6401, sportskodon, ortopediska skodon och leksaksskor samt stövlar med fastsatta skridskor eller rullskridskor)",25%
64031200,"Skidskor och snowboardskor, med yttersulor av gummi, plast, läder eller konstläder och överdelar av läder",25%
64031900,"Skodon för sport eller idrott, med yttersulor av gummi, plast, läder eller konstläder och överdelar av läder (exkl. skidskor, snowboardskor samt skridskokängor med fastsatta skridskor)",25%
64032000,Skodon med yttersulor av läder och överdelar bestående av läderband runt vristen och stortån,25%
64034000,"Skodon med yttersulor av gummi, plast, läder eller konstläder och med överdelar av läder, med tåhätteförstärkning av metall (exkl. sportskodon och ortopediska skodon)",25%
64035105,"Skodon med yttersulor och överdelar av läder, med skaft som täcker ankeln, med botten av trä, utan innersula och utan tåhätteförstärkning av metall",25%
64035111,"Skodon med skaft som täcker ankeln men inte vaden, med yttersulor och överdelar av läder, med längsta invändiga mått < 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon, ortopediska skodon och leksaksskor)",25%
64035115,"Skodon för herrar, med skaft som täcker ankeln men inte vaden, med yttersulor och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon och ortopediska skodon)",25%
64035119,"Skodon för damer, med skaft som täcker ankeln men inte vaden, med yttersulor och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon och ortopediska skodon)",25%
64035191,"Skodon med skaft som täcker ankeln och vaden, med yttersulor och överdelar av läder, med längsta invändiga mått < 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon, ortopediska skodon samt leksaksskor)",25%
64035195,"Skodon för herrar, med skaft som täcker ankeln och vaden, med yttersulor och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon och ortopediska skodon)",25%
64035199,"Skodon för damer, med skaft som täcker ankeln och vaden, med yttersulor och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon och ortopediska skodon)",25%
64039105,"Skodon med yttersulor av gummi, plast eller konstläder och med överdelar av läder, med botten av trä, med skaft som täcker ankeln (exkl. med innersula samt skodon med tåhätteförstärkning av metall)",25%
64039111,"Skodon med skaft som täcker ankeln men inte vaden, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått < 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon, ortopediska skodon samt leksaksskor)",25%
64039113,"Skodon med skaft som täcker ankeln men inte vaden och som inte kan identifieras som avsedda för herrar eller damer, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon samt ortopediska skodon)",25%
64039116,"Skodon för herrar, med skaft som täcker ankeln men inte vaden, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon samt ortopediska skodon)",25%
64039118,"Skodon för damer, med skaft som täcker ankeln men inte vaden, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon samt ortopediska skodon)",25%
64039191,"Skodon med skaft som täcker ankeln och vaden, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått < 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon, ortopediska skodon samt leksaksskor)",25%
64039193,"Skodon med skaft som täcker ankeln och vaden och som inte kan identifieras som avsedda för herrar eller damer, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon samt ortopediska skodon)",25%
64039196,"Skodon för herrar, med skaft som täcker ankeln och vaden, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon samt ortopediska skodon)",25%
64039198,"Skodon för damer, med skaft som täcker ankeln och vaden, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, sportskodon samt ortopediska skodon)",25%
64039905,"Skodon med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med botten av trä, (exkl. skodon med innersula samt med tåhätteförstärkning av metall)",25%
64039911,"Skodon med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, vars främre överdelar består av remmar eller har en eller flera utskärningar, med sammanlagd höjd av sula och klack > 3 cm",25%
64039931,"Skodon med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, vars främre överdelar består av remmar eller har en eller flera utskärningar med sammanlagd höjd av sula och klack på <= 3 cm och med längsta invändiga mått < 24 cm (exkl. leksaksskor)",25%
64039933,"Skodon med skaft som inte täcker ankeln och som inte kan identifieras som avsedda för herrar eller damer, med yttersulor av gummi, plast eller konstläder och överdelar av läder, vars främre överdelar består av remmar eller har en eller flera utskärningar med sammanlagd höjd av sula och klack på <= 3 cm och med längsta invändiga mått >= 24 cm",25%
64039936,"Skodon för herrar, med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, vars främre överdelar består av remmar eller har en eller flera utskärningar med sammanlagd höjd av sula och klack på <= 3 cm och med längsta invändiga mått >= 24 cm (exkl. leksaksskor)",25%
64039938,"Skodon för damer, med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, vars främre överdelar består av remmar eller har en eller flera utskärningar med sammanlagd höjd av sula och klack på <= 3 cm och med längsta invändiga mått >= 24 cm (exkl. leksaksskor)",25%
64039950,"Tofflor och andra inneskor, med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder (exkl. skodon vars främre överdelar består av remmar eller har en eller flera utskärningar samt leksaksskor)",25%
64039991,"Skodon med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått < 24 cm (exkl. skodon med tåhätteförstärkning av metall, skodon med en botten av trä, utan innersula, samt skodon vars främre överdelar består av remmar eller har en eller flera utskärningar, tofflor, sportskodon, ortopediska skodon samt leksaksskor)",25%
64039993,"Skodon med skaft som inte täcker ankeln och som inte kan identifieras som avsedda för herrar eller damer, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, skodon med en botten av trä, utan innersula, och skodon vars främre överdelar består av remmar eller har en eller flera utskärningar, tofflor, sportskodon samt ortopediska skodon)",25%
64039996,"Skodon för herrar, med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall, skodon med en botten av trä, utan innersula, och skodon vars främre överdelar består av remmar eller har en eller flera utskärningar, tofflor, sportskodon samt ortopediska skodon)",25%
64039998,"Skodon för damer, med skaft som inte täcker ankeln, med yttersulor av gummi, plast eller konstläder och överdelar av läder, med längsta invändiga mått >= 24 cm (exkl. skodon med tåhätteförstärkning av metall och skodon med en botten av trä, utan innersula, och skodon vars främre överdelar består av remmar eller har en eller flera utskärningar, tofflor, sportskodon samt ortopediska skodon)",25%
64041100,"Skodon för sport eller idrott; tennisskor, basketbollskor, gymnastikskor, träningsskor o.d., med yttersulor av gummi eller plast och överdelar av textilmaterial",25%
64041910,"Tofflor och andra inneskor, med yttersulor av gummi eller plast och överdelar av textilmaterial (exkl. leksaksskor)",25%
64041990,"Skodon med yttersulor av gummi eller plast och överdelar av textilmaterial (exkl. tofflor och andra inneskor, sportskor samt leksaksskor)",25%
64042010,"Tofflor och andra inneskor, med yttersulor av läder eller konstläder och överdelar av textilmaterial (exkl. leksaksskor)",25%
64042090,Skodon med yttersulor av läder eller konstläder och överdelar av textilmaterial (exkl. tofflor och andra inneskor samt leksaksskor),25%
64051000,"Skodon med överdelar av läder eller konstläder (exkl. skodon med yttersulor av gummi, plast, läder eller konstläder, ortopediska skodon samt leksaksskor)",25%
64052010,Skodon med yttersulor av trä eller kork och överdelar av textilmaterial (exkl. ortopediska skodon samt leksaksskor),25%
64052091,"Tofflor och andra inneskor med överdelar av textilmaterial (exkl. med yttersulor av gummi, plast, läder, konstläder, trä eller kork samt leksaksskor)",25%
64052099,"Skodon med överdelar av textilmaterial (exkl. med yttersulor av gummi, plast, läder, konstläder, trä eller kork samt tofflor och andra inneskor, ortopediska skodon och leksaksskor)",25%
64059010,"Skodon med yttersulor av gummi, plast, läder eller konstläder och överdelar av andra material än läder eller konstläder eller textilmaterial (exkl. ortopediska skodon och leksaksskor)",25%
64059090,"Skodon med yttersulor av trä, kork, papp, pälsskinn, filt, strå o.d. och överdelar av andra material än läder eller konstläder eller textilmaterial (exkl. ortopediska skodon och leksaksskor)",25%
65040000,"Hattar och andra huvudbonader, flätade eller hopfogade av band eller remsor av alla slags material, även ofodrade och ogarnerade (exkl. leksakshattar och karnevalsartiklar)",25%
65050010,"Hattar och andra huvudbonader av trikå eller tillverkade av spetsar, hårfilt eller en blanding av hår- och ullfilt, tillverkade av hattstumpar eller plana hattämnen enligt nr 6501, även ofodrade och ogarnerade (exkl. tillverkade av filtremsor eller konfektionerade av filtmaterial samt leksakshattar och karnevalsartiklar)",25%
65050030,"Skärmmössor av trikå eller tillverkade av spetsar, filt eller annan textilvara i längder, dock inte av band eller remsor, även ofodrade och ogarnerade (exkl. leksakshattar och karnevalsartiklar)",25%
65050090,"Hattar och andra huvudbonader, av trikå eller tillverkade av spetsar, filt eller annan textilvara i längder, även ofodrade och ogarnerade (exkl. av band eller remsor, hårfilt eller en blanding av hår- och ullfilt, tillverkade av hattstumpar eller plana hattämnen enligt nr 6501, mössor och huvudbonader till uniformer med skärm, leksakshattar och karnevalsartiklar)",25%
65061010,"Skyddshjälmar, även ofodrade och ogarnerade, av plast",25%
65069100,"Huvudbonader, även ofodrade och ogarnerade, av gummi eller plast (exkl. skyddshjälmar samt leksakshattar och karnevalsartiklar)",25%
65069910,"Filthattar och andra huvudbonader av hårfilt eller en blanding av hår- och ullfilt, tillverkade av hattstumpar eller plana hattämnen enligt nr 6501, även ofodrade och ogarnerade (exkl. av trikå eller tillverkade av spetsar, filt eller annan textilvara i längder samt leksakshattar och karnevalsartiklar)",25%
65069990,"Huvudbonader, även ofodrade och ogarnerade (exkl. huvudbonader av filt, flätade huvudbonader eller huvudbonader hopfogade av band o.d., huvudbonader tillverkade av trikå, spetsar o.d., samt huvudbonader av gummi, plast eller pälsskinn)",25%
66039010,"Handtag och knoppar till paraplyer och parasoller eller till promenadkäppar, sittkäppar, piskor, ridspön o.d.",25%
66039090,"Delar, beslag och tillbehör till paraplyer eller parasoller och promenadkäppar, sittkäppar, piskor, ridspön o.d. (exkl. handtag, knoppar samt ställningar till paraplyer och parasoller samt ställningar monterade på skaft eller käppar)",25%
69091900,"Laboratorieartiklar samt artiklar för kemiskt eller annat tekniskt bruk, av keramiskt material (exkl. vars hårdhet motsvarar >= 9 på Mohsskalan samt artiklar av porslin)",25%
69101000,"Diskhoar, tvättställ, pelare till tvättställ, badkar, bidéer, WC-stolar, spolcisterner, urinaler o.d. sanitetsartiklar för installation, av porslin (exkl. tvålkoppar, tandborsthållare, krokar för handdukar samt toalettpappershållare)",25%
69109000,"Diskhoar, tvättställ, pelare till tvättställ, badkar, bidéer, WC-stolar, spolcisterner, urinaler o.d. sanitetsartiklar för installation, av keramisk material (exkl. av porslin och tvålkoppar, tandborsthållare, krokar för handdukar samt toalettpappershållare)",25%
70131000,"Glaskeramiskt material, varor av sådana slag som används som bords-, köks-, toalett- eller kontorsartiklar, för prydnadsändamål inomhus eller för liknande ändamål (exkl. damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; speglar av glas, blyinfattade rutor, belysningsarmatur och delar till sådana varor, raffräschissörer för toalettbruk samt termosflaskor eller andra termoskärl)",25%
70132210,"Dricksglas på fot, av blykristallglas, framställda för hand",25%
70132290,"Dricksglas på fot, av blykristallglas, maskinellt framställda",25%
70133311,"Dricksglas av blykristallglas, framställda för hand, slipade eller dekorerade på annat sätt (exkl. dricksglas på fot)",25%
70133319,"Dricksglas av blykristallglas, framställda för hand (exkl. slipade eller dekorerade på annat sätt samt dricksglas på fot)",25%
70133391,"Dricksglas av blykristallglas, maskinellt framställda, slipade eller dekorerade på annat sätt (exkl. dricksglas på fot)",25%
70133399,"Dricksglas av blykristallglas, maskinellt framställda (exkl. slipade eller dekorerade på annat sätt samt dricksglas på fot)",25%
70133710,Dricksglas av härdat glas (exkl. dricksglas på fot),25%
70133751,"Dricksglas, framställda för hand, slipade eller dekorerade på annat sätt (exkl. dricksglas på fot, av glaskeramiskt material, blykristallglas eller härdat glas)",25%
70133759,"Dricksglas, framställda för hand (exkl. dricksglas på fot, slipade eller dekorerade på annat sätt samt av glaskeramiskt material, blykristallglas eller härdat glas)",25%
70133791,"Dricksglas, maskinellt framställda, slipade eller dekorerade på annat sätt (exkl. dricksglas på fot, av glaskeramiskt material, blykristallglas eller härdat glas)",25%
70133799,"Dricksglas, maskinellt framställda (exkl. dricksglas på fot, slipade eller dekorerade på annat sätt samt av glaskeramiskt material, blykristallglas eller härdat glas)",25%
70134110,"Bords- och köksartiklar av blykristallglas, framställda för hand (exkl. damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; dricksglas samt termosflaskor eller andra termoskärl)",25%
70134190,"Bords- och köksartiklar av blykristallglas, maskinellt framställda (exkl. damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; dricksglas samt termosflaskor eller andra termoskärl)",25%
70134200,"Bords- och köksartiklar av glas, med en linjär utvidgningskoefficient av <= 5 x 10-6 per grad Kelvin inom temperaturområdet 0°C - 300°C (exkl. varor av glaskeramiskt material eller blykristallglas, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; dricksglas samt termosflaskor eller andra termoskärl)",25%
70134910,"Bords- och köksartiklar av härdat glas (exkl. med en linjär utvidgningskoefficient av <= 5 x 10-6 per grad Kelvin inom temperaturområdet 0°C - 300°C, varor av glaskeramiskt material eller blykristallglas, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; dricksglas samt termosflaskor eller andra termoskärl)",25%
70134991,"Bords- och köksartiklar av glas, framställda för hand (exkl. av härdat glas eller med en linjär utvidgningskoefficient av <= 5 x 10-6 per grad Kelvin inom temperaturområdet 0°C - 300°C, varor av glaskeramiskt material eller blykristallglas, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; dricksglas samt termosflaskor eller andra termoskärl)",25%
70134999,"Bords- och köksartiklar av glas, maskinellt framställda (exkl. av härdat glas eller med en linjär utvidgningskoefficient av <= 5 x 10-6 per grad Kelvin inom temperaturområdet 0°C - 300°C, varor av glaskeramiskt material eller blykristallglas, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; dricksglas samt termosflaskor eller andra termoskärl)",25%
70139110,"Toalett- eller kontorsartiklar av glas, glasvaror för prydnadsändamål inomhus eller för liknande ändamål, av blykristallglas, framställda för hand (exkl. bords- och köksartiklar, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; speglar av glas, blyinfattade rutor, belysningsarmaturer och delar till sådana varor samt raffräschissörer för toalettbruk)",25%
70139190,"Toalett- eller kontorsartiklar av glas, glasvaror för prydnadsändamål inomhus eller för liknande ändamål, av blykristallglas, maskinellt framställda (exkl. bords- och köksartiklar, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; speglar av glas, blyinfattade rutor, belysningsarmaturer och delar till sådana varor samt raffräschissörer för toalettbruk)",25%
70139900,"Toalett- eller kontorsartiklar av glas, glasvaror för prydnadsändamål inomhus eller för liknande ändamål (exkl. av blykristallglas samt bords- och köksartiklar av glas, damejeanner, flaskor, burkar och andra behållare av glas som används för transport eller förpackning; glaspärlor; oäkta smycken o.d., av glas; speglar av glas, blyinfattade rutor, belysningsarmaturer och delar till sådana varor samt raffräschissörer för toalettbruk)",25%
71039100,"Rubiner, safirer och smaragder, bearbetade eller sorterade men inte uppträdda, monterade eller infattade samt bearbetade eller osorterade rubiner, safirer och smaragder, temporärt uppträdda för att underlätta transporten (exkl. obearbetade, enkelt sågade eller grovt tillformade samt imitationer av ädelstenar och halvädelstenar)",25%
71069100,"Silver, inkl. förgyllt eller platinerat silver, obearbetat (exkl. i form av pulver)",25%
71069200,"Silver, inkl. förgyllt eller platinerat silver, i form av halvfabrikat",25%
71101100,"Platina, obearbetad eller i form av pulver",25%
71101910,"Stång, tråd och profiler; plåt och band med en tjocklek, utan underlag, > 0,15 mm, av platina",25%
71101980,"Platina i form av halvfabrikat (exkl. plåt och band med en tjocklek, utan underlag > 0,15 mm samt stång, tråd och profiler)",25%
71102100,"Palladium, obearbetat eller i form av pulver",25%
71102900,Palladium i form av halvfabrikat,25%
71159000,"Ädel metall, varor av, eller varor av metall med plätering av ädel metall, i.a.n.",25%
71171900,"Smycken av oädel metall, även förgyllda, försilvrade eller platinerade (exkl. manschettknappar och bröstknappar)",25%
71189000,"Mynt av alla slags metaller, utgörande lagligt betalningsmedel (exkl. medaljer, smycken av mynt, mynt med karaktär av samlarobjekt samt avfall och skrot)",25%
