Datum;Skolenhetskod;Skolenhetsnamn;Status;Huvudman_PeOrgNr;Huvudman_Namn;Huvudman_Typ;Skolenhet_ValidFrom;Rektorsnamn;Startdatum;Nedlaggningsdatum;AntalElever
2025-01-20;30684096;Stenstalidskolan 7-9;Aktiv;2120001868;KRISTINEHAMNS KOMMUN;Kommun;2024-08-01;Tony Storm;2024-08-01;;
2025-01-20;69117859;Stenstalidskolan Anpassad grundskola;Aktiv;2120001868;KRISTINEHAMNS KOMMUN;Kommun;2024-08-01;Pia Lindholm;2024-08-01;;
2025-01-20;81551726;Praktiska Gymnasiet Linköping;Aktiv;5562575786;Praktiska Sverige AB;Enskild;2024-05-28;Joakim Hammar;2013-10-01;;360
2025-01-20;58425006;Kusmarksskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Karolina Kågström;2016-08-15;;40
2025-01-20;53655678;Lejonströmsskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Hanna Sandström;2021-01-04;;700
2025-01-20;41690911;Södermalmsskolan F-3;Aktiv;2120001868;KRISTINEHAMNS KOMMUN;Kommun;2024-08-01;Åsa Hallström;2024-08-01;;
2025-01-20;28589251;Södermalmsskolan 4-6;Aktiv;2120001868;KRISTINEHAMNS KOMMUN;Kommun;2024-08-01;Magnus Sjödin;2024-08-01;;
2025-01-20;70156609;Södermalmsskolan 7-9;Aktiv;2120001868;KRISTINEHAMNS KOMMUN;Kommun;2024-08-01;Reina Mekdesi Modin;2024-08-01;;
2025-01-20;17770513;Vikens Montessori;Aktiv;5591658975;Montessori Förskolor och Skolor i Sverige AB;Enskild;2024-05-28;Vera Wadströmer;2013-10-01;;10
2025-01-20;59848694;Danderyds Montessoriskola;Aktiv;5591658975;Montessori Förskolor och Skolor i Sverige AB;Enskild;2024-05-28;Marie Holtmar;2013-10-01;;80
2025-01-20;22202915;Tyresö Montessoriskola;Aktiv;5591658975;Montessori Förskolor och Skolor i Sverige AB;Enskild;2024-05-28;Evy Holmerson;2013-10-01;;80
2025-01-20;13331693;Medleskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Hanna Sandström;2013-10-01;;120
2025-01-20;81715530;Hjoggböleskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Nina Thunebro;2013-10-01;;30
2025-01-20;29124242;Gummarksskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Jeanette Nygren;2013-10-01;;50
2025-01-20;62717625;Furuskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Kajsa Rieglert Fahlgren;2013-10-01;;40
2025-01-20;33502848;Drängsmarksskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Gunnel Tegenfeldt;2016-08-15;;80
2025-01-20;97784361;Bureskolan;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Nina Thunebro;2021-01-04;;470
2025-01-20;86521092;Sandfors fritidshem;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Karolina Kågström;2014-08-19;;
2025-01-20;45034559;Anderstorpsgymnasiet;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-08-01;Linda Grenholm;2024-08-01;;
2025-01-20;28284938;Skellefteå fjärrgymnasium;Aktiv;2120002643;SKELLEFTEÅ KOMMUN;Kommun;2024-05-28;Linda Grenholm;2022-08-22;;
2025-01-20;78928051;Komvux Västervik;Aktiv;2120000779;VÄSTERVIKS KOMMUN;Kommun;2024-07-01;Emma Sohlman;2024-07-01;;
2025-01-20;54391347;Fäladsgården;Aktiv;2120001132;LUNDS KOMMUN;Kommun;2024-05-28;Håkan Bengtsson Diurlin;2013-10-01;;510
2025-01-20;56299553;Bergaskolan;Aktiv;2120000100;UPPLANDS-BRO KOMMUN;Kommun;2024-05-28;Catarina Sandberg;2013-10-01;;280
2025-01-20;74040447;Fagerhults skola F-3;Aktiv;2120000688;HÖGSBY KOMMUN;Kommun;2024-08-14;Åsa Norrsén;2013-10-01;;30
2025-01-20;47445952;Fröviskolan F-5;Aktiv;2120000688;HÖGSBY KOMMUN;Kommun;2024-08-14;Evelyn Eriksson;2013-10-01;;190
2025-01-20;20587927;Skyttefällaskolan F-3;Aktiv;2120000688;HÖGSBY KOMMUN;Kommun;2024-08-14;Åsa Norrsén;2013-10-01;;30
2025-01-20;84104026;Tallåsskolan F-3;Aktiv;2120000688;HÖGSBY KOMMUN;Kommun;2024-08-14;Åsa Norrsén;2013-10-01;;20
2025-01-20;69535124;Ugglemoskolan F-3;Aktiv;2120000688;HÖGSBY KOMMUN;Kommun;2024-08-14;Åsa Norrsén;2013-10-01;;30
2025-01-20;53923398;Upplands-Brogymnasiet;Aktiv;2120000100;UPPLANDS-BRO KOMMUN;Kommun;2024-05-28;Helena Anderstedt;2013-10-01;;900
2025-01-20;66555162;Kulturama Grundskola Sollentuna;Vilande;8020060524;MEDBORGARSKOLAN STOCKHOLMSREGIONEN;Enskild;2024-05-28;Vakant;;2018-07-01;
2025-01-20;39381869;Vejbystrands skola;Aktiv;7164063872;Vejbystrands Skola och Förskola Ekonomisk förening;Enskild;2024-05-28;Mathias Hasselrot;2013-10-01;;50
2025-01-20;38236800;Praktiska Gymnasiet Liljeholmen;Aktiv;5562575786;Praktiska Sverige AB;Enskild;2024-09-10;Jessica Samuelsson;2016-10-28;;430
2025-01-20;69747871;Johan Movingers Gymnasium;Aktiv;8024142781;JOHAN MOVINGERS GYMNASIUM;Enskild;2024-05-28;Timoteus Lind;2013-10-01;;70
2025-01-20;68863565;Upplands-Bro SFI-enheten;Aktiv;2120000100;UPPLANDS-BRO KOMMUN;Kommun;2024-05-28;Robert Vaardahl;2013-10-01;;
2025-01-20;41955701;Järvastadens skola;Aktiv;2120000183;SOLNA KOMMUN;Kommun;2024-05-29;Sofia Nybom;2023-09-14;;
2025-01-20;27212144;Björkängen anpassad grundskola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Linda Hansen;2022-10-02;;
2025-01-20;22195087;Mogata skola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Olle Andersson;2013-10-01;;80
2025-01-20;88007918;Nyströmska anpassad gymnasieskola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Madeleine Brink;2022-03-09;;
2025-01-20;10226870;Nyströmska skolan 1;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Madeleine Brink;2013-10-01;;110
2025-01-20;19839859;Nyströmska skolan 2;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Anders Forsberg;2013-10-01;;30
2025-01-20;37583611;Nyströmska skolan 3;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Patrik Franzén;2022-03-09;;60
2025-01-20;61279287;Nyströmska skolan anpassad utbildning för vuxna;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Madeleine Brink;2013-10-01;;
2025-01-20;60955659;Nyströmska skolan  KomVux;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Patrik Franzén;2013-10-01;;
2025-01-20;10231793;Ramunder anpassad grundskola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Madeleine Brink;2022-03-09;;
2025-01-20;99361107;Ramunderskolan;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Charlotte Matsson;2013-10-01;;470
2025-01-20;63176416;Sankt Anna skola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Olle Andersson;2013-10-01;;40
2025-01-20;68550751;Skönbergaskolan;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Olle Andersson;2013-10-01;;130
2025-01-20;38948355;Västra Husby skola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Tony Eriksson;2013-10-01;;200
2025-01-20;59575795;Östra Ryds skola;Aktiv;2120000464;SÖDERKÖPINGS KOMMUN;Kommun;2024-05-29;Maria Strömbäck Adolfsson;2013-10-01;;100
2025-01-20;20228162;Johannes Hedberggymnasiet;Aktiv;8450003481;FOLKUNIVERSITETET STIFTELSEN KURS- VERKSAMHETEN VID LUNDS UNIVERSITET;Enskild;2024-05-29;Simon Lindh;2013-10-01;;440
2025-01-20;36185466;I Ur och Skur Utsikten skola;Aktiv;7696000855;I UR OCH SKUR UTSIKTEN EKONOMISK FÖRENING;Enskild;2024-05-29;Cecilia Renee´ Bolinder;2013-10-01;;80
2025-01-20;43666115;Hedemora Vuxenutbildning;Aktiv;2120002254;HEDEMORA KOMMUN;Kommun;2024-05-29;Mostafa Geha;2013-10-01;;
2025-01-20;68407852;Hedemora Vuxenubildning/Lärvux;Aktiv;2120002254;HEDEMORA KOMMUN;Kommun;2024-05-29;Mostafa Geha;2013-10-01;;
2025-01-20;56980450;Hedemora Vuxenutbildning/ SFI;Aktiv;2120002254;HEDEMORA KOMMUN;Kommun;2024-05-29;Mostafa Geha;2013-10-01;;
2025-01-20;35494110;Vasaskolan 7-9;Aktiv;2120002254;HEDEMORA KOMMUN;Kommun;2024-05-29;Ann Eriksson;2014-07-03;;440
2025-01-20;86327236;Martin Koch-gymnasiet;Aktiv;2120002254;HEDEMORA KOMMUN;Kommun;2024-05-29;Karin Alm;2013-10-01;;320
2025-01-20;67681730;LTG Komvux;Aktiv;2120001355;GÖTEBORGS KOMMUN;Kommun;2024-05-29;Stefan Karlsson;2024-04-04;;
2025-01-20;89701816;Kästaskolan;Aktiv;2120000068;HUDDINGE KOMMUN;Kommun;2024-09-25;Mari Eriksson;2013-10-01;;220
2025-01-20;69004747;Fryshuset Grundskola Husby;Aktiv;8020111582;STIFTELSEN FRYSHUSET;Enskild;2024-05-29;Christer Vestergren;2015-07-01;;
2025-01-20;24759907;Fryshuset Gymnasium;Aktiv;8020111582;STIFTELSEN FRYSHUSET;Enskild;2024-05-29;Gunnar Holm;2013-10-01;;1070
2025-01-20;55674136;Hierneskolan F-9;Aktiv;2120001769;EDA KOMMUN;Kommun;2024-05-29;Ann-Sofie Gruvborg;2017-01-01;;190
2025-01-20;59975651;Svanberga skola;Aktiv;2120000217;NORRTÄLJE KOMMUN;Kommun;2024-05-29;Katarina Björk;2013-10-01;;420
2025-01-20;93061796;Hermods AB/SFI;Aktiv;2120001355;GÖTEBORGS KOMMUN;Kommun;2024-05-29;Sorour Asgharzadeh;2013-10-01;;
2025-01-20;30777960;Kommunal vuxenutbildning;Aktiv;2120001769;EDA KOMMUN;Kommun;2024-05-29;Daniel Nordström;2013-10-01;;
2025-01-20;17173461;Härjedalens gymnasium;Aktiv;2120002510;HÄRJEDALENS KOMMUN;Kommun;2024-05-29;Helena Larsson;2013-10-01;;190
2025-01-20;65062411;Nacka vuxenutbildning;Aktiv;2120000167;NACKA KOMMUN;Kommun;2024-05-30;Jen Holmberg;2013-10-01;;
2025-01-20;89893224;Svedenskolan Bergshamra;Aktiv;5564715729;Utvecklingspedagogik Sverige Aktiebolag;Enskild;2024-09-09;Gun Zettersten Lind;2013-10-01;;60
2025-01-20;97029884;Svedenskolan Bergshamras anpassade gymnasium;Aktiv;5564715729;Utvecklingspedagogik Sverige Aktiebolag;Enskild;2024-09-09;Gun Zettersten Lind;2022-08-18;;
2025-01-20;91333138;Kunskapscompaniets Gymnasium i Eskilstuna;Aktiv;5561383885;Kunskapscompaniet Gymnasium KCGY AB;Enskild;2024-05-30;Sofia Rytterström;2013-10-01;;170
2025-01-20;44785862;Kronoberg Skola;Aktiv;5566102033;Nordic International School AB;Enskild;2024-05-30;Agneta Eliasson;2013-10-01;;550
2025-01-20;64656471;Nordic International School Göteborg;Planerad;5566102033;Nordic International School AB;Enskild;2024-05-30;Vakant;2025-08-20;;
2025-01-20;51786225;Nordic International School Kalmar;Aktiv;5566102033;Nordic International School AB;Enskild;2024-08-19;Jenny Hultsberg;2020-08-04;;230
2025-01-20;45769922;Nordic International School Trollhättan;Aktiv;5566102033;Nordic International School AB;Enskild;2024-05-30;Therese Mardal;2019-08-19;;250
2025-01-20;55217164;Montessoriskolan Binomen;Vilande;8124012371;FÖRENINGEN BARNENS BÄSTA;Enskild;2024-06-30;Christina Forsberg;2013-10-01;2024-06-30;30
2025-01-20;26414444;Kilbo skola;Aktiv;2120002098;SALA KOMMUN;Kommun;2024-05-30;Helena Calissendorff;2013-10-01;;60
2025-01-20;74567533;Lärkbacksskolan;Aktiv;2120002098;SALA KOMMUN;Kommun;2024-05-30;Eva Larsson;2013-10-01;;150
2025-01-20;40908531;Vallaskolan F-6;Aktiv;2120002098;SALA KOMMUN;Kommun;2025-01-14;Maria Axelsson Thorén;2013-10-01;;450
2025-01-20;26966214;Varmsätra skola;Aktiv;2120002098;SALA KOMMUN;Kommun;2024-05-30;Marianne Ericsson;2013-10-01;;100
2025-01-20;91839062;Åkraskolan;Aktiv;2120002098;SALA KOMMUN;Kommun;2024-05-30;Eva Larsson;2013-10-01;;270
2025-01-20;96344566;Ängshagenskolan;Aktiv;2120002098;SALA KOMMUN;Kommun;2024-05-30;Helena Jansson;2013-10-01;;170
2025-01-20;80746043;Ribbybergsskolan;Aktiv;2120000084;HANINGE KOMMUN;Kommun;2024-05-31;Andreas Hallström;2013-10-01;;420
2025-01-20;79606767;Riksäpplet;Aktiv;2120000084;HANINGE KOMMUN;Kommun;2024-05-30;Anna Bergbom;2013-10-01;;310
2025-01-20;21726354;Vuxenutbildning;Aktiv;2220001180;SYDNÄRKES UTBILDNINGSFÖRBUND;Kommun;2024-05-30;Pär Englund;2013-10-01;;
2025-01-20;41822849;Vuxenutbildning SFI;Aktiv;2220001180;SYDNÄRKES UTBILDNINGSFÖRBUND;Kommun;2024-05-30;Pär Englund;2013-10-01;;
2025-01-20;80096894;Erkaboskolan;Aktiv;2120000548;NÄSSJÖ KOMMUN;Kommun;2024-05-30;Daniel Skårstedt;2022-07-01;;10
2025-01-20;61250710;Mariebergsskolan 4-6;Aktiv;2120002817;MOTALA KOMMUN;Kommun;2024-05-31;Anna Malmgren;2020-01-01;;200
2025-01-20;62595638;Mariebergsskolan F-3;Aktiv;2120002817;MOTALA KOMMUN;Kommun;2024-05-31;Annethe Hanning;2020-01-01;;210
2025-01-20;66838190;Svea Gymnasium Sollentuna;Aktiv;5591198220;Svea Education AB;Enskild;2025-01-08;Anna-Karin Sundmark;2023-08-13;;90
2025-01-20;54447651;Bollebygdskolan 4-6;Aktiv;2120002973;BOLLEBYGDS KOMMUN;Kommun;2024-05-31;Lisa Astbury;2016-08-01;;220
2025-01-20;19435652;Karl Johansskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-05-31;Carl Forsblad;2013-10-01;;160
2025-01-20;63951601;Linnéskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-05-31;Carl Forsblad;2013-10-01;;490
2025-01-20;68524034;Kommunala aktivitetsansvaret;Aktiv;2120000928;KLIPPANS KOMMUN;Kommun;2024-05-31;Ann-Sofie Widén;2020-07-01;;10
2025-01-20;77298745;Kungsfiskareskolan;Aktiv;2120000928;KLIPPANS KOMMUN;Kommun;2024-05-31;Åsa Sjöberg;2021-07-01;;370
2025-01-20;73944169;Söderportgymnasiet 31;Aktiv;2120000951;KRISTIANSTADS KOMMUN;Kommun;2024-05-31;Erik Tirén Törnblom;2013-10-01;;470
2025-01-20;84004391;Komvux;Aktiv;2120001132;LUNDS KOMMUN;Kommun;2024-05-31;Mari  Aaman;2013-10-01;;
2025-01-20;25415870;UppVux;Aktiv;2120001132;LUNDS KOMMUN;Kommun;2024-05-31;Mari  Aaman;2013-10-01;;
2025-01-20;58246453;Komvux, SFI;Aktiv;2120001132;LUNDS KOMMUN;Kommun;2024-05-31;Mari Aaman;2013-10-01;;
2025-01-20;29965585;Komvux anpassad utbildning;Aktiv;2120001389;LYSEKILS KOMMUN;Kommun;2024-06-03;Peter Ramqvist;2013-10-01;;
2025-01-20;50533115;SFI;Aktiv;2120001389;LYSEKILS KOMMUN;Kommun;2024-11-22;Peter Ramqvist;2013-10-01;;
2025-01-20;60059728;Vuxenutbildningen;Aktiv;2120001389;LYSEKILS KOMMUN;Kommun;2024-11-22;Peter Ramqvist;2013-10-01;;
2025-01-20;64949601;Vårbyskolan;Aktiv;2120000068;HUDDINGE KOMMUN;Kommun;2024-09-25;Sjögren, Lena;2013-10-01;;290
2025-01-20;39185975;Språkcentrum;Aktiv;2120000068;HUDDINGE KOMMUN;Kommun;2024-09-25;;2013-10-01;;
2025-01-20;98114742;Stiernhööks anpassade gymnasieskola;Aktiv;2120002171;RÄTTVIKS KOMMUN;Kommun;2024-06-03;Britt-Marie Kullerback;2013-10-01;;
2025-01-20;86483208;Bellevue gymnasium;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-06-03;Julia Dagerklint;2013-10-01;;100
2025-01-20;57072964;Malmö Citadellsgymnasium;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-08-02;Jonas Frankel;2022-03-01;;290
2025-01-20;76875650;Malmö Restaurangskola, gymnasiesärskolan;Aktiv;2120001124;MALMÖ KOMMUN;Kommun;2024-06-03;Ayad Abdullah;2013-10-01;;
2025-01-20;56267421;Realgymnasiet Nyköping;Aktiv;5565715892;Lärande i Sverige AB;Enskild;2024-06-04;David Bechtel;2013-10-01;;80
2025-01-20;67071053;Värnaskolan;Aktiv;2120002296;HOFORS KOMMUN;Kommun;2024-06-04;Malin Öhlander;2013-10-01;;130
2025-01-20;54764253;Ösby naturbruksgymnasium;Aktiv;2120002098;SALA KOMMUN;Kommun;2025-01-14;Börje Andersson;2013-10-01;;250
2025-01-20;26138955;Skå skola;Aktiv;2120000050;EKERÖ KOMMUN;Kommun;2024-06-04;Annica Nilsson;2013-10-01;;70
2025-01-20;41377165;Sundby skola;Aktiv;2120000050;EKERÖ KOMMUN;Kommun;2024-06-04;Linda Borg;2013-10-01;;150
2025-01-20;11025388;Stenhamraskolan;Aktiv;2120000050;EKERÖ KOMMUN;Kommun;2024-06-04;Annica Nilsson;2013-10-01;;390
2025-01-20;50264915;Komvux som anpassad utbildning;Vilande;2120000936;ÅSTORPS KOMMUN;Kommun;2024-06-30;Petra Lindström;2013-10-01;2024-06-30;
2025-01-20;60424371;Nyköping Strand Utbildn.center;Aktiv;5564710795;Nyköping Strand Utbildningscentrum AB;Enskild;2024-06-04;Cecilia Blårand;2013-10-01;;140
2025-01-20;63943560;Odengymnasiet;Aktiv;5563836757;VÄRMDÖ TEKNISKA UTBILDNINGAR AKTIEBOLAG, VTU;Enskild;2024-06-04;Maria Rohyo Barac;2013-10-01;;250
2025-01-20;38797837;Sturegymnasiet 6;Aktiv;2120001215;HALMSTADS KOMMUN;Kommun;2024-06-04;Johanna Bergehed;2024-01-15;;
2025-01-20;34153869;Eksjö Gymnasium 1;Aktiv;2220001412;HÖGLANDSFÖRBUNDET;Kommun;2025-01-07;Maria Sparre;2013-10-01;;270
2025-01-20;70174655;Norrtullskolan;Aktiv;2120000589;EKSJÖ KOMMUN;Kommun;2024-06-04;Lotta Johansson Sundblad;2013-10-01;;290
2025-01-20;14935978;Änggården;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-08-20;Hanna Lindö;2024-08-20;;
2025-01-20;76396201;Anpassad grundskola;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-06-04;Ihrén Coleman;2013-10-01;;
2025-01-20;64019788;Henåns skola 4-6;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-06-04;Anna Karin Lauste;2013-10-01;;130
2025-01-20;76943513;Henåns skola 7-9;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-06-04;Mattias Göransson;2013-10-01;;260
2025-01-20;24399504;Henåns skola F-3;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-06-04;Ann-Christine Holst;2013-10-01;;120
2025-01-20;82757734;Lundskolan;Aktiv;2120000043;JÄRFÄLLA KOMMUN;Kommun;2024-06-04;Emil Lönn;2013-10-01;;340
2025-01-20;89541556;Varekils skola;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-06-04;Camilla Bredeby;2013-10-01;;130
2025-01-20;33794207;Sandvikskolan;Aktiv;2120000043;JÄRFÄLLA KOMMUN;Kommun;2024-06-04;Anna Thuresson;2013-10-01;;210
2025-01-20;97777849;Tallbohovskolan;Aktiv;2120000043;JÄRFÄLLA KOMMUN;Kommun;2024-06-04;Carina Abrahamsson;2013-10-01;;300
2025-01-20;47559319;Östersunds Gymnasieskola;Aktiv;5567212641;Östersunds gymnasieskola AB;Enskild;2024-06-04;Anna Edlund;2013-10-01;;140
2025-01-20;72324248;Klockarhagsskolan åk4-6;Aktiv;2120001942;HÄLLEFORS KOMMUN;Kommun;2024-06-04;Jenny Liodden;2018-02-15;;160
2025-01-20;72295739;Klockarhagsskolan åk 7-9;Aktiv;2120001942;HÄLLEFORS KOMMUN;Kommun;2024-06-04;Marie Karlsson;2018-02-15;;200
2025-01-20;40470449;Östra Skolan Dibber;Aktiv;5568250632;Östra Skolan AB;Enskild;2024-06-04;Cecilia Nilsson;2013-10-01;;150
2025-01-20;39396701;Sjuntorpskolan 4-9;Aktiv;2120001546;TROLLHÄTTANS KOMMUN;Kommun;2024-06-05;Malin Ernelin;2013-10-01;;330
2025-01-20;65234368;Bollerups Lantbruksinstitut;Aktiv;8388001177;BOLLERUPS LANTBRUKSINSTITUT;Enskild;2024-06-05;Ingrid Landén;2013-10-01;;200
2025-01-20;36208582;Alunskolan;Aktiv;2120000704;MÖRBYLÅNGA KOMMUN;Kommun;2025-01-02;Lena Rickardsson;2013-10-01;;30
2025-01-20;98714175;Vuxenutbildning, SFI och GRUV;Aktiv;2120002494;ÅRE KOMMUN;Kommun;2024-06-05;Nina Brandt;2013-10-01;;
2025-01-20;25965986;Vuxenutbildning Campus Åre;Aktiv;2120002494;ÅRE KOMMUN;Kommun;2024-06-05;Nina Brandt;2013-10-01;;
2025-01-20;37573280;Vuxenutbildning, anpassad;Aktiv;2120002494;ÅRE KOMMUN;Kommun;2024-06-05;Nina Brandt;2013-10-01;;
2025-01-20;40866866;Modersmålsundervisningen;Aktiv;2120000852;SÖLVESBORGS KOMMUN;Kommun;2024-06-05;;2013-10-01;;
2025-01-20;61138510;Stödenheten Skanslyckan;Aktiv;2120000852;SÖLVESBORGS KOMMUN;Kommun;2024-06-05;;2013-10-01;;
2025-01-20;94410359;Särvux;Aktiv;2120001090;SJÖBO KOMMUN;Kommun;2024-06-05;Per-Daniel Olsson;2013-10-01;;
2025-01-20;31872640;Freinetskolan Bild & Form;Aktiv;9696774224;FREINÉTSKOLAN BILD & FORM MASTHUGGET KB;Enskild;2024-06-05;Christina Frostung;2013-10-01;;240
2025-01-20;22967371;Alingsås kommun - central insamlingsenhet;Aktiv;2120001553;ALINGSÅS KOMMUN;Kommun;2024-11-06;;2016-08-22;;
2025-01-20;37984980;Freinétförskolan Bild & Form Masthugget;Aktiv;9696774224;FREINÉTSKOLAN BILD & FORM MASTHUGGET KB;Enskild;2024-06-05;Jenny Pelli;2020-01-01;;
2025-01-20;37720280;Allsta skola;Aktiv;8025381727;ALLSTABYGDENS SKOLFÖRENING;Enskild;2024-06-05;Laura Brander;2023-08-07;;20
2025-01-20;72298878;Högvadskolan;Aktiv;2120001512;SVENLJUNGA KOMMUN;Kommun;2024-06-05;Monica Björsell;2023-07-01;;60
2025-01-20;34480524;Kindaholmskolan;Aktiv;2120001512;SVENLJUNGA KOMMUN;Kommun;2024-12-23;Monica Björsell;2023-07-01;;90
2025-01-20;40847752;Björkebyskolan;Aktiv;2120000043;JÄRFÄLLA KOMMUN;Kommun;2024-06-05;Caroline Ekstrand;2013-10-01;;520
2025-01-20;23876630;Hedängskolan 7-9;Vilande;2120002346;SANDVIKENS KOMMUN;Kommun;2024-07-31;Lena Seydlitz;2013-10-01;2024-07-31;190
2025-01-20;28178876;Hedängskolan F-6;Vilande;2120002346;SANDVIKENS KOMMUN;Kommun;2024-07-31;Lena Seydlitz;2013-10-01;2024-07-31;280
2025-01-20;26298615;Bergstrands Gymnasium Stockholm;Aktiv;5566753736;Bergstrands Gymnasium AB;Enskild;2025-01-15;Petra Schotes;2013-10-01;;230
2025-01-20;88946197;Folkuniversitetet;Aktiv;2120000068;HUDDINGE KOMMUN;Kommun;2024-06-05;Charlotte Andersson;2019-10-07;;
2025-01-20;49748045;Junsele skola;Aktiv;2120002437;SOLLEFTEÅ KOMMUN;Kommun;2024-06-05;Katrin Tjärnberg;2013-10-01;;130
2025-01-20;96402885;Näsåkers skola;Aktiv;2120002437;SOLLEFTEÅ KOMMUN;Kommun;2024-06-05;Katrin Tjärnberg;2013-10-01;;70
2025-01-20;88233361;Fredriksbergsskolan;Aktiv;2120002270;LUDVIKA KOMMUN;Kommun;2024-06-05;Mikael Johansson;2013-10-01;;40
2025-01-20;63728031;Lorensberga F-6;Aktiv;2120002270;LUDVIKA KOMMUN;Kommun;2024-06-05;Jenny Borgström;2021-08-17;;300
2025-01-20;39306277;Nyhammars skola;Aktiv;2120002270;LUDVIKA KOMMUN;Kommun;2024-06-05;Karin Sandström;2013-10-01;;120
2025-01-20;73277774;Sunnansjö skola;Aktiv;2120002270;LUDVIKA KOMMUN;Kommun;2024-06-05;Karin Sandström;2013-10-01;;60
2025-01-20;83237712;Sörviks skola;Aktiv;2120002270;LUDVIKA KOMMUN;Kommun;2024-06-05;Mikael Johansson;2013-10-01;;140
2025-01-20;90426615;Ängås skola, 4-6;Aktiv;2120001314;ORUST KOMMUN;Kommun;2024-06-05;Sussie Källerfelt;2018-08-01;;120
2025-01-20;12572097;Pilbäckskolan;Aktiv;2120000662;VÄXJÖ KOMMUN;Kommun;2024-06-05;Agneta Halléhn;2013-10-01;;300
2025-01-20;94928821;Sandsbro skola;Aktiv;2120000662;VÄXJÖ KOMMUN;Kommun;2024-06-05;Helena Hermansson;2013-10-01;;370
2025-01-20;28511697;Fontinskolan;Aktiv;2120001371;KUNGÄLVS KOMMUN;Kommun;2024-06-05;Helga Ahlstedt;2013-10-01;;310
2025-01-20;58943570;IM;Aktiv;2120001751;KILS KOMMUN;Kommun;2024-06-05;Jennie Lindman;2020-08-18;;10
2025-01-20;83291761;Sannerudsskolan 7-9;Aktiv;2120001751;KILS KOMMUN;Kommun;2024-11-13;Jennie Lindman;2017-08-01;;370
2025-01-20;54878605;Kareby skola;Aktiv;2120001371;KUNGÄLVS KOMMUN;Kommun;2024-06-05;Karolin Wergles;2013-10-01;;270
2025-01-20;44362085;Elevhälsan;Aktiv;2120002528;ÖSTERSUNDS KOMMUN;Kommun;2024-06-05;;2013-10-01;;
2025-01-20;90909242;Varnhemsskolan;Aktiv;2120001702;SKARA KOMMUN;Kommun;2024-06-05;Alexandra Wilenius;2013-10-01;;110
2025-01-20;77589196;Kärna skola;Aktiv;2120001371;KUNGÄLVS KOMMUN;Kommun;2024-06-05;Malin Gavin;2013-10-01;;340
2025-01-20;90435000;Mimers hus Gymnasium, Skolenhet 1;Aktiv;2120001371;KUNGÄLVS KOMMUN;Kommun;2024-11-04;Carl Egeberg;2022-01-01;;320
2025-01-20;39580788;Anpassade skolan Strömsnäsbruk;Aktiv;2120000654;MARKARYDS KOMMUN;Kommun;2024-06-05;Camilla Moberg;2017-08-01;;
2025-01-20;33720955;Mimers hus Gymnasium, Skolenhet 3;Aktiv;2120001371;KUNGÄLVS KOMMUN;Kommun;2024-11-04;Cecilia Kalin;2022-01-01;;210
