"Uudenmaan väestö äidinkielen, sukupuolen ja iän mukaan 31.12."

"Uppgifter","Språk","Kön","Ålder","2023"
"Helsingin seutu","Suomi ja saame","Totalt","20-29-vuotiaat",147572
"Helsingin seutu","Suomi ja saame","Totalt","30-39-vuotiaat",173765
"Helsingin seutu","Suomi ja saame","Totalt","40-49-vuotiaat",164726
"Helsingin seutu","Suomi ja saame","Totalt","50-64-vuotiaat",226695
"Helsingin seutu","Suomi ja saame","Totalt","65-74-vuotiaat",126514
"Helsingin seutu","Suomi ja saame","Totalt","75-84-vuotiaat",88871
"Helsingin seutu","Suomi ja saame","Totalt","Yli 65-vuotiaat",243002
"Helsingin seutu","Suomi ja saame","Totalt","Yli 75-vuotiaat",116488
"Helsingin seutu","Suomi ja saame","Totalt","Yli 85-vuotiaat",27617
"Helsingin seutu","Suomi ja saame","Män","Väestö yhteensä",574600
"Helsingin seutu","Suomi ja saame","Män","0-6-vuotiaat",38287
"Helsingin seutu","Suomi ja saame","Män","7-12-vuotiaat",38448
"Helsingin seutu","Suomi ja saame","Män","13-15-vuotiaat",20547
"Helsingin seutu","Suomi ja saame","Män","16-18-vuotiaat",19596
"Helsingin seutu","Suomi ja saame","Män","19-vuotiaat",6510
"Helsingin seutu","Suomi ja saame","Män","20-29-vuotiaat",71425
"Helsingin seutu","Suomi ja saame","Män","30-39-vuotiaat",86440
"Helsingin seutu","Suomi ja saame","Män","40-49-vuotiaat",82513
"Helsingin seutu","Suomi ja saame","Män","50-64-vuotiaat",110403
"Helsingin seutu","Suomi ja saame","Män","65-74-vuotiaat",55974
"Helsingin seutu","Suomi ja saame","Män","75-84-vuotiaat",35852
"Helsingin seutu","Suomi ja saame","Män","Yli 65-vuotiaat",100431
"Helsingin seutu","Suomi ja saame","Män","Yli 75-vuotiaat",44457
"Helsingin seutu","Suomi ja saame","Män","Yli 85-vuotiaat",8605
"Helsingin seutu","Suomi ja saame","Kvinnor","Väestö yhteensä",622321
"Helsingin seutu","Suomi ja saame","Kvinnor","0-6-vuotiaat",36313
"Helsingin seutu","Suomi ja saame","Kvinnor","7-12-vuotiaat",35996
"Helsingin seutu","Suomi ja saame","Kvinnor","13-15-vuotiaat",19600
"Helsingin seutu","Suomi ja saame","Kvinnor","16-18-vuotiaat",19277
"Helsingin seutu","Suomi ja saame","Kvinnor","19-vuotiaat",6587
"Helsingin seutu","Suomi ja saame","Kvinnor","20-29-vuotiaat",76147
"Helsingin seutu","Suomi ja saame","Kvinnor","30-39-vuotiaat",87325
"Helsingin seutu","Suomi ja saame","Kvinnor","40-49-vuotiaat",82213
"Helsingin seutu","Suomi ja saame","Kvinnor","50-64-vuotiaat",116292
"Helsingin seutu","Suomi ja saame","Kvinnor","65-74-vuotiaat",70540
"Helsingin seutu","Suomi ja saame","Kvinnor","75-84-vuotiaat",53019
"Helsingin seutu","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",142571
"Helsingin seutu","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",72031
"Helsingin seutu","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",19012
"Helsingin seutu","Ruotsi","Totalt","Väestö yhteensä",81308
"Helsingin seutu","Ruotsi","Totalt","0-6-vuotiaat",6804
"Helsingin seutu","Ruotsi","Totalt","7-12-vuotiaat",6256
"Helsingin seutu","Ruotsi","Totalt","13-15-vuotiaat",3286
"Helsingin seutu","Ruotsi","Totalt","16-18-vuotiaat",3099
"Helsingin seutu","Ruotsi","Totalt","19-vuotiaat",996
"Helsingin seutu","Ruotsi","Totalt","20-29-vuotiaat",10375
"Helsingin seutu","Ruotsi","Totalt","30-39-vuotiaat",9808
"Helsingin seutu","Ruotsi","Totalt","40-49-vuotiaat",8954
"Helsingin seutu","Ruotsi","Totalt","50-64-vuotiaat",12758
"Helsingin seutu","Ruotsi","Totalt","65-74-vuotiaat",8090
"Helsingin seutu","Ruotsi","Totalt","75-84-vuotiaat",8018
"Helsingin seutu","Ruotsi","Totalt","Yli 65-vuotiaat",18972
"Helsingin seutu","Ruotsi","Totalt","Yli 75-vuotiaat",10882
"Helsingin seutu","Ruotsi","Totalt","Yli 85-vuotiaat",2864
"Helsingin seutu","Ruotsi","Män","Väestö yhteensä",40524
"Helsingin seutu","Ruotsi","Män","0-6-vuotiaat",3433
"Helsingin seutu","Ruotsi","Män","7-12-vuotiaat",3183
"Helsingin seutu","Ruotsi","Män","13-15-vuotiaat",1665
"Helsingin seutu","Ruotsi","Män","16-18-vuotiaat",1596
"Helsingin seutu","Ruotsi","Män","19-vuotiaat",486
"Helsingin seutu","Ruotsi","Män","20-29-vuotiaat",5140
"Helsingin seutu","Ruotsi","Män","30-39-vuotiaat",5102
"Helsingin seutu","Ruotsi","Män","40-49-vuotiaat",4716
"Helsingin seutu","Ruotsi","Män","50-64-vuotiaat",6453
"Helsingin seutu","Ruotsi","Män","65-74-vuotiaat",4029
"Helsingin seutu","Ruotsi","Män","75-84-vuotiaat",3649
"Helsingin seutu","Ruotsi","Män","Yli 65-vuotiaat",8750
"Helsingin seutu","Ruotsi","Män","Yli 75-vuotiaat",4721
"Helsingin seutu","Ruotsi","Män","Yli 85-vuotiaat",1072
"Helsingin seutu","Ruotsi","Kvinnor","Väestö yhteensä",40784
"Helsingin seutu","Ruotsi","Kvinnor","0-6-vuotiaat",3371
"Helsingin seutu","Ruotsi","Kvinnor","7-12-vuotiaat",3073
"Helsingin seutu","Ruotsi","Kvinnor","13-15-vuotiaat",1621
"Helsingin seutu","Ruotsi","Kvinnor","16-18-vuotiaat",1503
"Helsingin seutu","Ruotsi","Kvinnor","19-vuotiaat",510
"Helsingin seutu","Ruotsi","Kvinnor","20-29-vuotiaat",5235
"Helsingin seutu","Ruotsi","Kvinnor","30-39-vuotiaat",4706
"Helsingin seutu","Ruotsi","Kvinnor","40-49-vuotiaat",4238
"Helsingin seutu","Ruotsi","Kvinnor","50-64-vuotiaat",6305
"Helsingin seutu","Ruotsi","Kvinnor","65-74-vuotiaat",4061
"Helsingin seutu","Ruotsi","Kvinnor","75-84-vuotiaat",4369
"Helsingin seutu","Ruotsi","Kvinnor","Yli 65-vuotiaat",10222
"Helsingin seutu","Ruotsi","Kvinnor","Yli 75-vuotiaat",6161
"Helsingin seutu","Ruotsi","Kvinnor","Yli 85-vuotiaat",1792
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",304223
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",26803
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",24594
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",10637
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",10176
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",3452
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",48811
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",75701
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",52744
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",38689
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",9205
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",2682
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",12616
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",3411
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",729
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",160770
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",13630
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",12576
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",5510
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",5207
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",1782
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",25502
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",41185
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",29454
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",20063
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",4308
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",1291
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",5861
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",1553
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",262
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",143453
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",13173
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",12018
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",5127
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",4969
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",1670
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",23309
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",34516
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",23290
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",18626
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",4897
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",1391
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",6755
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",1858
"Helsingin seutu","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",467
"Uusimaa","Totalt","Totalt","Väestö yhteensä",1759537
"Uusimaa","Totalt","Totalt","0-6-vuotiaat",118035
"Uusimaa","Totalt","Totalt","7-12-vuotiaat",116953
"Uusimaa","Totalt","Totalt","13-15-vuotiaat",60635
"Uusimaa","Totalt","Totalt","16-18-vuotiaat",58473
"Uusimaa","Totalt","Totalt","19-vuotiaat",19283
"Uusimaa","Totalt","Totalt","20-29-vuotiaat",220263
"Uusimaa","Totalt","Totalt","30-39-vuotiaat",278842
"Uusimaa","Totalt","Totalt","40-49-vuotiaat",249421
"Uusimaa","Totalt","Totalt","50-64-vuotiaat",316353
"Uusimaa","Totalt","Totalt","65-74-vuotiaat",167939
"Uusimaa","Totalt","Totalt","75-84-vuotiaat",116626
"Uusimaa","Totalt","Totalt","Yli 65-vuotiaat",321279
"Uusimaa","Totalt","Totalt","Yli 75-vuotiaat",153340
"Uusimaa","Totalt","Totalt","Yli 85-vuotiaat",36714
"Uusimaa","Totalt","Män","Väestö yhteensä",863732
"Uusimaa","Totalt","Män","0-6-vuotiaat",60378
"Uusimaa","Totalt","Män","7-12-vuotiaat",60136
"Uusimaa","Totalt","Män","13-15-vuotiaat",30994
"Uusimaa","Totalt","Män","16-18-vuotiaat",29713
"Uusimaa","Totalt","Män","19-vuotiaat",9776
"Uusimaa","Totalt","Män","20-29-vuotiaat",109541
"Uusimaa","Totalt","Män","30-39-vuotiaat",142610
"Uusimaa","Totalt","Män","40-49-vuotiaat",128274
"Uusimaa","Totalt","Män","50-64-vuotiaat",156035
"Uusimaa","Totalt","Män","65-74-vuotiaat",75920
"Uusimaa","Totalt","Män","75-84-vuotiaat",48524
"Uusimaa","Totalt","Män","Yli 65-vuotiaat",136275
"Uusimaa","Totalt","Män","Yli 75-vuotiaat",60355
"Uusimaa","Totalt","Män","Yli 85-vuotiaat",11831
"Uusimaa","Totalt","Kvinnor","Väestö yhteensä",895805
"Uusimaa","Totalt","Kvinnor","0-6-vuotiaat",57657
"Uusimaa","Totalt","Kvinnor","7-12-vuotiaat",56817
"Uusimaa","Totalt","Kvinnor","13-15-vuotiaat",29641
"Uusimaa","Totalt","Kvinnor","16-18-vuotiaat",28760
"Uusimaa","Totalt","Kvinnor","19-vuotiaat",9507
"Uusimaa","Totalt","Kvinnor","20-29-vuotiaat",110722
"Uusimaa","Totalt","Kvinnor","30-39-vuotiaat",136232
"Uusimaa","Totalt","Kvinnor","40-49-vuotiaat",121147
"Uusimaa","Totalt","Kvinnor","50-64-vuotiaat",160318
"Uusimaa","Totalt","Kvinnor","65-74-vuotiaat",92019
"Uusimaa","Totalt","Kvinnor","75-84-vuotiaat",68102
"Uusimaa","Totalt","Kvinnor","Yli 65-vuotiaat",185004
"Uusimaa","Totalt","Kvinnor","Yli 75-vuotiaat",92985
"Uusimaa","Totalt","Kvinnor","Yli 85-vuotiaat",24883
"Uusimaa","Suomi ja saame","Totalt","Väestö yhteensä",1314259
"Uusimaa","Suomi ja saame","Totalt","0-6-vuotiaat",80596
"Uusimaa","Suomi ja saame","Totalt","7-12-vuotiaat",81990
"Uusimaa","Suomi ja saame","Totalt","13-15-vuotiaat",44511
"Uusimaa","Suomi ja saame","Totalt","16-18-vuotiaat",43106
"Uusimaa","Suomi ja saame","Totalt","19-vuotiaat",14250
"Uusimaa","Suomi ja saame","Totalt","20-29-vuotiaat",156468
"Uusimaa","Suomi ja saame","Totalt","30-39-vuotiaat",185935
"Uusimaa","Suomi ja saame","Totalt","40-49-vuotiaat",180168
"Uusimaa","Suomi ja saame","Totalt","50-64-vuotiaat",253206
"Uusimaa","Suomi ja saame","Totalt","65-74-vuotiaat",143227
"Uusimaa","Suomi ja saame","Totalt","75-84-vuotiaat",99881
"Uusimaa","Suomi ja saame","Totalt","Yli 65-vuotiaat",274029
"Uusimaa","Suomi ja saame","Totalt","Yli 75-vuotiaat",130802
"Uusimaa","Suomi ja saame","Totalt","Yli 85-vuotiaat",30921
"Uusimaa","Suomi ja saame","Män","Väestö yhteensä",632441
"Uusimaa","Suomi ja saame","Män","0-6-vuotiaat",41351
"Uusimaa","Suomi ja saame","Män","7-12-vuotiaat",42243
"Uusimaa","Suomi ja saame","Män","13-15-vuotiaat",22747
"Uusimaa","Suomi ja saame","Män","16-18-vuotiaat",21834
"Uusimaa","Suomi ja saame","Män","19-vuotiaat",7159
"Uusimaa","Suomi ja saame","Män","20-29-vuotiaat",76329
"Uusimaa","Suomi ja saame","Män","30-39-vuotiaat",92473
"Uusimaa","Suomi ja saame","Män","40-49-vuotiaat",90204
"Uusimaa","Suomi ja saame","Män","50-64-vuotiaat",123677
"Uusimaa","Suomi ja saame","Män","65-74-vuotiaat",63933
"Uusimaa","Suomi ja saame","Män","75-84-vuotiaat",40762
"Uusimaa","Suomi ja saame","Män","Yli 65-vuotiaat",114424
"Uusimaa","Suomi ja saame","Män","Yli 75-vuotiaat",50491
"Uusimaa","Suomi ja saame","Män","Yli 85-vuotiaat",9729
"Uusimaa","Suomi ja saame","Kvinnor","Väestö yhteensä",681818
"Uusimaa","Suomi ja saame","Kvinnor","0-6-vuotiaat",39245
"Uusimaa","Suomi ja saame","Kvinnor","7-12-vuotiaat",39747
"Uusimaa","Suomi ja saame","Kvinnor","13-15-vuotiaat",21764
"Uusimaa","Suomi ja saame","Kvinnor","16-18-vuotiaat",21272
"Uusimaa","Suomi ja saame","Kvinnor","19-vuotiaat",7091
"Uusimaa","Suomi ja saame","Kvinnor","20-29-vuotiaat",80139
"Uusimaa","Suomi ja saame","Kvinnor","30-39-vuotiaat",93462
"Uusimaa","Suomi ja saame","Kvinnor","40-49-vuotiaat",89964
"Uusimaa","Suomi ja saame","Kvinnor","50-64-vuotiaat",129529
"Uusimaa","Suomi ja saame","Kvinnor","65-74-vuotiaat",79294
"Uusimaa","Suomi ja saame","Kvinnor","75-84-vuotiaat",59119
"Uusimaa","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",159605
"Uusimaa","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",80311
"Uusimaa","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",21192
"Uusimaa","Ruotsi","Totalt","Väestö yhteensä",128920
"Uusimaa","Ruotsi","Totalt","0-6-vuotiaat",9836
"Uusimaa","Ruotsi","Totalt","7-12-vuotiaat",9377
"Uusimaa","Ruotsi","Totalt","13-15-vuotiaat",5017
"Uusimaa","Ruotsi","Totalt","16-18-vuotiaat",4745
"Uusimaa","Ruotsi","Totalt","19-vuotiaat",1439
"Uusimaa","Ruotsi","Totalt","20-29-vuotiaat",13813
"Uusimaa","Ruotsi","Totalt","30-39-vuotiaat",14764
"Uusimaa","Ruotsi","Totalt","40-49-vuotiaat",14002
"Uusimaa","Ruotsi","Totalt","50-64-vuotiaat",22088
"Uusimaa","Ruotsi","Totalt","65-74-vuotiaat",14923
"Uusimaa","Ruotsi","Totalt","75-84-vuotiaat",13897
"Uusimaa","Ruotsi","Totalt","Yli 65-vuotiaat",33839
"Uusimaa","Ruotsi","Totalt","Yli 75-vuotiaat",18916
"Uusimaa","Ruotsi","Totalt","Yli 85-vuotiaat",5019
"Uusimaa","Ruotsi","Män","Väestö yhteensä",64296
"Uusimaa","Ruotsi","Män","0-6-vuotiaat",4985
"Uusimaa","Ruotsi","Män","7-12-vuotiaat",4803
"Uusimaa","Ruotsi","Män","13-15-vuotiaat",2497
"Uusimaa","Ruotsi","Män","16-18-vuotiaat",2448
"Uusimaa","Ruotsi","Män","19-vuotiaat",758
"Uusimaa","Ruotsi","Män","20-29-vuotiaat",7066
"Uusimaa","Ruotsi","Män","30-39-vuotiaat",7691
"Uusimaa","Ruotsi","Män","40-49-vuotiaat",7336
"Uusimaa","Ruotsi","Män","50-64-vuotiaat",11114
"Uusimaa","Ruotsi","Män","65-74-vuotiaat",7397
"Uusimaa","Ruotsi","Män","75-84-vuotiaat",6383
"Uusimaa","Ruotsi","Män","Yli 65-vuotiaat",15598
"Uusimaa","Ruotsi","Män","Yli 75-vuotiaat",8201
"Uusimaa","Ruotsi","Män","Yli 85-vuotiaat",1818
"Uusimaa","Ruotsi","Kvinnor","Väestö yhteensä",64624
"Uusimaa","Ruotsi","Kvinnor","0-6-vuotiaat",4851
"Uusimaa","Ruotsi","Kvinnor","7-12-vuotiaat",4574
"Uusimaa","Ruotsi","Kvinnor","13-15-vuotiaat",2520
"Uusimaa","Ruotsi","Kvinnor","16-18-vuotiaat",2297
"Uusimaa","Ruotsi","Kvinnor","19-vuotiaat",681
"Uusimaa","Ruotsi","Kvinnor","20-29-vuotiaat",6747
"Uusimaa","Ruotsi","Kvinnor","30-39-vuotiaat",7073
"Uusimaa","Ruotsi","Kvinnor","40-49-vuotiaat",6666
"Uusimaa","Ruotsi","Kvinnor","50-64-vuotiaat",10974
"Uusimaa","Ruotsi","Kvinnor","65-74-vuotiaat",7526
"Uusimaa","Ruotsi","Kvinnor","75-84-vuotiaat",7514
"Uusimaa","Ruotsi","Kvinnor","Yli 65-vuotiaat",18241
"Uusimaa","Ruotsi","Kvinnor","Yli 75-vuotiaat",10715
"Uusimaa","Ruotsi","Kvinnor","Yli 85-vuotiaat",3201
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",316358
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",27603
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",25586
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",11107
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",10622
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",3594
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",49982
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",78143
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",55251
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",41059
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",9789
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",2848
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",13411
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",3622
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",774
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",166995
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",14042
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",13090
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",5750
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",5431
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",1859
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",26146
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",42446
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",30734
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",21244
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",4590
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",1379
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",6253
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",1663
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",284
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",149363
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",13561
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",12496
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",5357
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",5191
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",1735
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",23836
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",35697
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",24517
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",19815
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",5199
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",1469
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",7158
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",1959
"Uusimaa","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",490
"Helsingin seutukunta","Totalt","Totalt","Väestö yhteensä",1642836
"Helsingin seutukunta","Totalt","Totalt","0-6-vuotiaat",111402
"Helsingin seutukunta","Totalt","Totalt","7-12-vuotiaat",109357
"Helsingin seutukunta","Totalt","Totalt","13-15-vuotiaat",56405
"Helsingin seutukunta","Totalt","Totalt","16-18-vuotiaat",54483
"Helsingin seutukunta","Totalt","Totalt","19-vuotiaat",18139
"Helsingin seutukunta","Totalt","Totalt","20-29-vuotiaat",211232
"Helsingin seutukunta","Totalt","Totalt","30-39-vuotiaat",265693
"Helsingin seutukunta","Totalt","Totalt","40-49-vuotiaat",234496
"Helsingin seutukunta","Totalt","Totalt","50-64-vuotiaat",291344
"Helsingin seutukunta","Totalt","Totalt","65-74-vuotiaat",152103
"Helsingin seutukunta","Totalt","Totalt","75-84-vuotiaat",105139
"Helsingin seutukunta","Totalt","Totalt","Yli 65-vuotiaat",290285
"Helsingin seutukunta","Totalt","Totalt","Yli 75-vuotiaat",138182
"Helsingin seutukunta","Totalt","Totalt","Yli 85-vuotiaat",33043
"Helsingin seutukunta","Totalt","Män","Väestö yhteensä",805819
"Helsingin seutukunta","Totalt","Män","0-6-vuotiaat",56994
"Helsingin seutukunta","Totalt","Män","7-12-vuotiaat",56295
"Helsingin seutukunta","Totalt","Män","13-15-vuotiaat",28867
"Helsingin seutukunta","Totalt","Män","16-18-vuotiaat",27603
"Helsingin seutukunta","Totalt","Män","19-vuotiaat",9121
"Helsingin seutukunta","Totalt","Män","20-29-vuotiaat",104577
"Helsingin seutukunta","Totalt","Män","30-39-vuotiaat",135906
"Helsingin seutukunta","Totalt","Män","40-49-vuotiaat",120770
"Helsingin seutukunta","Totalt","Män","50-64-vuotiaat",143557
"Helsingin seutukunta","Totalt","Män","65-74-vuotiaat",68298
"Helsingin seutukunta","Totalt","Män","75-84-vuotiaat",43248
"Helsingin seutukunta","Totalt","Män","Yli 65-vuotiaat",122129
"Helsingin seutukunta","Totalt","Män","Yli 75-vuotiaat",53831
"Helsingin seutukunta","Totalt","Män","Yli 85-vuotiaat",10583
"Helsingin seutukunta","Totalt","Kvinnor","Väestö yhteensä",837017
"Helsingin seutukunta","Totalt","Kvinnor","0-6-vuotiaat",54408
"Helsingin seutukunta","Totalt","Kvinnor","7-12-vuotiaat",53062
"Helsingin seutukunta","Totalt","Kvinnor","13-15-vuotiaat",27538
"Helsingin seutukunta","Totalt","Kvinnor","16-18-vuotiaat",26880
"Helsingin seutukunta","Totalt","Kvinnor","19-vuotiaat",9018
"Helsingin seutukunta","Totalt","Kvinnor","20-29-vuotiaat",106655
"Helsingin seutukunta","Totalt","Kvinnor","30-39-vuotiaat",129787
"Helsingin seutukunta","Totalt","Kvinnor","40-49-vuotiaat",113726
"Helsingin seutukunta","Totalt","Kvinnor","50-64-vuotiaat",147787
"Helsingin seutukunta","Totalt","Kvinnor","65-74-vuotiaat",83805
"Helsingin seutukunta","Totalt","Kvinnor","75-84-vuotiaat",61891
"Helsingin seutukunta","Totalt","Kvinnor","Yli 65-vuotiaat",168156
"Helsingin seutukunta","Totalt","Kvinnor","Yli 75-vuotiaat",84351
"Helsingin seutukunta","Totalt","Kvinnor","Yli 85-vuotiaat",22460
"Helsingin seutukunta","Suomi ja saame","Totalt","Väestö yhteensä",1249864
"Helsingin seutukunta","Suomi ja saame","Totalt","0-6-vuotiaat",77295
"Helsingin seutukunta","Suomi ja saame","Totalt","7-12-vuotiaat",77879
